Ano,Código da Área,Área de Avaliação,Grau acadêmico,Código da IES*,Nome da IES*,Sigla da IES*,Organização Acadêmica*,Categoria Administrativa*,Código do Curso**,Modalidade de Ensino***,Código do Município***,Município do Curso***,Sigla da UF** , Nº de Concluintes Inscritos, Nº de Concluintes Participantes, Nota Bruta - FG, Nota Padronizada - FG, Nota Bruta - CE, Nota Padronizada - CE, Conceito Enade (Contínuo), Concluintes participantes com nota no Enem, Proporção de concluintes participantes com nota no Enem, Nota Bruta - IDD, Nota Padronizada - IDD, Nota Bruta – Organização Didático-Pedagógica, Nota Padronizada - Organização Didático-Pedagógica, Nota Bruta – Infraestrutura e Instalações Físicas, Nota Padronizada - Infraestrutura e Instalações Físicas, Nota Bruta – Oportunidade de Ampliação da Formação, Nota Padronizada - Oportunidade de Ampliação da Formação, Nota Bruta - Mestres, Nota Padronizada - Mestres, Nota Bruta - Doutores, Nota Padronizada - Doutores, Nota Bruta – Regime de Trabalho, Nota Padronizada - Regime de Trabalho, CPC (Contínuo), CPC (Faixa),Observação
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Universidade,Privada sem fins lucrativos,1358040,Educação a Distância,5002704,Campo Grande,MS,30,16,29.718,2.305,42.812,2.365,2.350,4,0.250,-1.848,1.726,5.562,3.47,5.659,4.218,5.154,3.402,1,5,0.458,2.291,0.875,4.326,2.674,3,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Universidade,Privada sem fins lucrativos,1358041,Educação a Distância,5002704,Campo Grande,MS,12,9,32.544,2.084,40.411,1.700,1.796,6,0.666,-5.709,0.091,5.457,3.164,5.766,4.494,5.382,3.841,1,5,0.55,2.75,0.85,3.875,2.027,3,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,18267,Educação Presencial,2927408,Salvador,BA,6,4,41.850,3.169,22.925,0.691,1.311,4,1.000,-2.985,1.264,3.944,0.296,3.891,0.339,2.695,0.231,1,5,1,5,0.6,2.428,2.057,3,
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,51020,Educação Presencial,2927408,Salvador,BA,6,5,30.220,1.792,43.700,3.030,2.721,4,0.800,1.946,3.091,4.053,0.602,4.055,0.799,3.738,1.497,1,5,1,5,0.5,2.205,3.039,4,
2021,6409,TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Tecnológico,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,107964,Educação Presencial,2927408,Salvador,BA,7,4,24.650,1.528,39.950,2.451,2.220,3,0.750,0.701,2.896,3.255,0,3.798,0.072,2.515,0,1,5,1,5,0,0,2.586,3,
2021,79,TECNOLOGIA EM REDES DE COMPUTADORES,Tecnológico,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,1117071,Educação Presencial,2927408,Salvador,BA,1,1,,,,,,0,0.000,,,,,,,,,1,5,1,5,0,0,,SC,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,1118107,Educação Presencial,2927408,Salvador,BA,5,2,37.050,3.186,33.500,2.894,2.967,2,1.000,0.218,2.499,3.166,0,3.427,0,3.557,1.729,1,5,1,5,0.666,3.235,2.879,3,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,8262,Educação Presencial,2800308,Aracaju,SE,27,20,31.025,1.731,33.735,1.247,1.368,14,0.700,-0.857,2.098,5.161,2.631,5.54,3.949,4.422,2.156,1,5,0.7,3.5,0.75,3.125,2.591,3,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,18683,Educação Presencial,2800308,Aracaju,SE,38,29,41.089,3.060,37.951,2.445,2.598,27,0.931,1.010,3.151,4.971,2.646,5.325,3.509,5.127,3.74,0.916,4,0.333,1.666,0.555,2.142,2.801,3,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,18684,Educação Presencial,2800308,Aracaju,SE,29,24,29.295,2.301,32.512,1.727,1.870,16,0.666,-0.807,2.282,5.721,4.222,5.73,4.422,5.59,4.332,0.969,4.764,0.575,2.878,0.757,3.653,2.882,3,
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,40343,Educação Presencial,2800308,Aracaju,SE,19,14,29.635,1.712,39.221,2.237,2.106,14,1.000,0.145,2.415,5.052,2.859,5.382,3.665,5.229,3.806,0.903,4.274,0.258,1.29,0.58,2.656,2.473,3,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,69043,Educação Presencial,2800308,Aracaju,SE,21,19,32.500,1.737,38.673,1.777,1.767,19,1.000,-2.050,2.141,4.96,1.601,4.993,3.14,4.101,1.885,0.947,4.385,0.789,3.947,0.736,3.245,2.591,3,
2021,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,86282,Educação Presencial,2800308,Aracaju,SE,16,13,37.646,2.527,39.376,1.855,2.023,10,0.769,-1.424,1.939,5.296,3.066,5.63,4.243,4.167,1.897,1,5,0.884,4.423,0.615,1.874,2.752,3,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,98399,Educação a Distância,2800308,Aracaju,SE,8,4,34.975,2.131,20.225,0.000,0.532,0,0.000,,,5.096,2.047,5.25,3.614,4.5,2.539,1,5,0.857,4.285,0.857,4.047,2.012,3,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,107246,Educação Presencial,2800308,Aracaju,SE,74,65,29.040,2.462,36.095,1.775,1.947,49,0.753,-0.634,2.326,5.555,3.771,5.63,4.108,5.241,3.781,0.955,4.616,0.644,3.222,0.688,3.222,2.857,3,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,111492,Educação Presencial,2800308,Aracaju,SE,5,5,44.120,3.256,37.880,1.780,2.149,4,0.800,0.908,2.860,5.352,3.107,5.577,4.08,4.985,3.463,1,5,0.8,3.666,0.65,1.977,3.028,4,
2021,6407,Letras - Inglês,Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,115846,Educação Presencial,2800308,Aracaju,SE,4,3,7.500,0.000,34.266,1.607,1.205,1,0.333,,,4.533,0.805,5,3.321,3.833,1.35,1,5,1,5,0.714,2.857,2.262,3,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,121222,Educação a Distância,2800308,Aracaju,SE,700,586,24.916,1.568,35.073,1.354,1.407,343,0.585,-0.061,2.414,5.325,2.641,5.155,3.059,4.686,2.517,1,5,0.687,3.437,0.687,3.317,2.68,3,
2021,79,TECNOLOGIA EM REDES DE COMPUTADORES,Tecnológico,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1190615,Educação Presencial,2800308,Aracaju,SE,5,4,38.725,3.729,30.075,2.465,2.781,2,0.500,2.861,2.993,5.666,4.255,5.542,4.095,5.364,4.11,1,5,0.555,2.777,0.777,3.888,3.313,4,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1333909,Educação a Distância,2800308,Aracaju,SE,16,14,27.614,1.698,33.828,2.941,2.631,7,0.500,-1.574,1.937,3.804,0.899,4.229,1.189,3.338,1.436,0.928,4.464,0.357,1.785,0.642,3.109,2.203,3,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1398155,Educação a Distância,2800308,Aracaju,SE,72,51,22.684,1.524,31.227,1.051,1.169,28,0.549,-0.995,2.185,5.353,3.211,5.326,3.374,4.98,3.361,0.833,3.56,0.333,1.666,0.611,2.777,2.217,3,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,8303,Educação Presencial,5300108,Brasília,DF,1,1,,,,,,0,0.000,,,,,,,,,1,5,0.5,2.5,0.5,1.666,,SC,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,18162,Educação Presencial,5300108,Brasília,DF,41,32,38.715,2.717,31.153,1.651,1.918,24,0.750,-1.134,2.138,4.332,1.184,5.284,3.418,4.454,2.77,1,5,0.545,2.727,0.636,2.662,2.444,3,
2021,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),Licenciatura,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,20068,Educação Presencial,5300108,Brasília,DF,10,10,42.910,3.186,59.410,4.336,4.048,7,0.700,6.689,4.844,5.748,4.31,5.922,4.84,5.548,4.235,1,5,0.666,3.333,0.75,2.968,4.274,5,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,96659,Educação Presencial,5300108,Brasília,DF,13,5,37.180,3.343,31.960,1.667,2.086,3,0.600,-7.883,0.269,5.698,4.157,5.555,4.046,4.904,3.215,1,5,0.7,3.5,1,5,2.381,3,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,105108,Educação Presencial,5300108,Brasília,DF,32,24,39.470,3.567,33.654,2.916,3.079,12,0.500,-1.113,2.082,4.096,1.444,4.807,2.434,3.693,1.912,1,5,0.5,2.5,0.687,3.345,2.623,3,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,320068,Educação Presencial,5300108,Brasília,DF,17,15,44.300,3.281,51.506,3.723,3.613,9,0.600,1.977,3.339,5.221,2.723,5.763,4.484,4.886,3.312,1,5,0.666,2.777,0.75,2.84,3.407,4,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,396659,Educação Presencial,5300108,Brasília,DF,37,21,36.261,3.528,44.166,2.976,3.114,10,0.476,1.481,3.152,4.899,1.956,5.079,2.776,4.441,2.495,1,5,0.8,4,1,5,3.424,4,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1191646,Educação Presencial,5300108,Brasília,DF,26,24,39.645,2.851,32.545,1.814,2.073,21,0.875,-0.778,2.307,4.984,2.676,5.583,4.079,4.517,2.86,1,5,0.5,2.5,0.636,2.662,2.648,3,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1191654,Educação Presencial,5300108,Brasília,DF,22,18,34.866,2.841,25.511,1.756,2.028,15,0.833,-0.714,2.206,5.125,3.366,5.435,3.784,4.968,3.618,1,5,0.5,2.5,0.687,3.345,2.711,3,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1319163,Educação Presencial,5300108,Brasília,DF,3,2,39.050,2.781,47.600,2.637,2.673,2,1.000,2.262,3.532,4,0,3.5,0.38,3.4,0.734,1,5,0.5,2.5,0.5,1.666,2.683,3,
2021,6409,TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Tecnológico,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1419546,Educação a Distância,5300108,Brasília,DF,11,10,37.780,3.577,49.250,3.880,3.804,2,0.200,8.470,5.000,4.72,2.328,5.127,3.047,4.666,3.086,1,5,0.733,3.666,0.8,3.937,4.135,5,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1442827,Educação a Distância,5300108,Brasília,DF,33,27,35.485,2.939,30.455,2.461,2.580,5,0.185,,,4.95,3.039,5.333,3.565,4.665,3.213,1,5,0.733,3.666,0.8,3.941,3.126,4,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,8340,Educação Presencial,5300108,Brasília,DF,40,36,38.486,2.684,35.430,2.150,2.284,32,0.888,0.169,2.754,4.856,2.382,5.594,4.104,4.734,3.174,1,5,1,5,1,5,3.384,4,
2021,1502,QUÍMICA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,19058,Educação Presencial,5300108,Brasília,DF,12,9,39.522,2.572,41.844,2.656,2.635,7,0.777,-1.550,2.081,5.281,2.876,5.671,4.314,4.337,1.665,1,5,1,5,1,5,3.228,4,
2021,1402,FÍSICA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,19059,Educação Presencial,5300108,Brasília,DF,5,5,32.660,1.706,34.560,1.777,1.759,5,1.000,-1.814,2.000,4.726,1.507,5.155,3.258,3.548,0.768,1,5,1,5,1,5,2.847,3,
2021,3202,FILOSOFIA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,87804,Educação a Distância,5300108,Brasília,DF,20,9,46.677,2.999,61.844,3.559,3.419,3,0.333,0.941,2.817,5.203,2.381,5.001,3.019,3.952,1.357,1,5,1,5,1,5,3.533,4,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,103866,Educação a Distância,5300108,Brasília,DF,99,74,33.964,2.957,47.541,2.982,2.976,36,0.486,0.694,2.705,4.968,1.39,4.825,2.302,3.855,0.946,1,5,1,5,1,5,3.285,4,
2021,6409,TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Tecnológico,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,106248,Educação a Distância,5300108,Brasília,DF,47,34,34.185,3.016,44.694,3.180,3.139,15,0.441,1.219,3.036,4.866,2.632,4.926,2.596,3.512,1.43,1,5,1,5,1,5,3.553,4,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,117334,Educação Presencial,5300108,Brasília,DF,40,28,36.767,3.603,49.964,3.839,3.780,20,0.714,1.829,3.288,5.446,3.468,5.489,3.767,5.238,3.775,1,5,1,5,1,5,3.95,5,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,117336,Educação Presencial,5300108,Brasília,DF,13,7,32.528,2.728,35.942,2.096,2.254,5,0.714,3.025,3.373,4.852,1.79,5.111,3.092,4.574,2.677,1,5,1,5,1,5,3.487,4,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,118966,Educação Presencial,5300108,Brasília,DF,36,32,33.821,2.677,33.321,2.869,2.821,27,0.843,0.388,2.552,4.977,3.09,5.282,3.454,4.452,2.928,1,5,1,5,1,5,3.435,4,
2021,6407,Letras - Inglês,Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,122114,Educação Presencial,5300108,Brasília,DF,7,7,48.328,4.195,50.028,3.092,3.368,4,0.571,1.837,2.900,5.127,2.538,5.195,3.649,3.846,1.372,1,5,1,5,1,5,3.595,4,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,319057,Educação Presencial,5300108,Brasília,DF,38,34,45.000,3.380,48.935,3.356,3.362,31,0.911,0.938,2.874,5.377,3.179,5.468,3.843,4.46,2.668,1,5,1,5,1,5,3.675,4,
2021,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1121456,Educação a Distância,5300108,Brasília,DF,144,114,38.769,3.457,31.429,2.600,2.814,42,0.368,-0.446,2.290,4.619,2.421,4.915,2.665,3.601,1.788,1,5,1,5,1,5,3.224,4,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1189739,Educação a Distância,5300108,Brasília,DF,17,12,44.825,3.715,44.433,2.174,2.559,3,0.250,2.391,3.032,4.885,1.232,5.221,3.312,4.5,2.187,1,5,1,5,1,5,3.386,4,
2021,3201,FILOSOFIA (BACHARELADO),Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1397174,Educação Presencial,5300108,Brasília,DF,10,9,38.588,2.497,42.433,1.866,2.024,5,0.555,-3.301,0.980,4.205,0,4.367,1.478,2.65,0,1,5,1,5,1,5,2.321,3,
2021,3201,FILOSOFIA (BACHARELADO),Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1397180,Educação a Distância,5300108,Brasília,DF,55,40,43.337,3.200,53.767,3.117,3.138,6,0.150,,,4.733,1.135,4.6,2,3.768,1.21,1,5,1,5,1,5,3.441,4,
2021,26,DESIGN,Bacharelado,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1445502,Educação Presencial,5300108,Brasília,DF,7,6,51.950,4.402,55.183,4.052,4.140,6,1.000,0.567,2.804,4.948,1.721,4.849,2.803,4.658,2.804,1,5,1,5,1,5,3.648,4,
2021,79,TECNOLOGIA EM REDES DE COMPUTADORES,Tecnológico,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1445848,Educação a Distância,5300108,Brasília,DF,26,19,32.436,2.733,27.847,2.171,2.311,4,0.210,3.386,3.150,5.134,3.068,5.151,3.322,4.559,2.984,1,5,1,5,1,5,3.535,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1517196,Educação a Distância,5300108,Brasília,DF,1,0,,,,,,0,0.000,,,,,,,,,1,5,0.5,2.5,0,0,,SC,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,404,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,23485,Educação Presencial,5300108,Brasília,DF,12,10,35.560,2.391,39.680,1.924,2.041,9,0.900,-1.093,2.030,4.596,0.115,4.202,1.11,2.701,0,0.6,0,0,0,0.2,0,1.182,2,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,404,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,35316,Educação Presencial,5300108,Brasília,DF,27,24,40.125,2.952,46.725,2.553,2.653,21,0.875,-0.018,2.797,5.633,3.8,5.465,4.011,4.822,3.068,0.714,1.666,0.285,1.428,0.142,0,2.411,3,
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,404,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,49343,Educação Presencial,5300108,Brasília,DF,78,27,26.837,1.325,31.762,0.917,1.019,21,0.777,-2.190,1.540,4.847,2.395,4.748,2.296,4.138,2.116,0.666,2.5,0,0,0,0,1.277,2,
2021,6407,Letras - Inglês,Licenciatura,405,FOCCA - FACULDADE DE OLINDA,FOCCA,Faculdade,Privada sem fins lucrativos,48738,Educação Presencial,2609600,Olinda,PE,22,19,34.178,2.007,37.636,1.925,1.945,15,0.789,0.888,2.578,5.221,2.812,4.77,2.936,4.523,2.574,0.875,3.68,0.25,1.25,1,5,2.552,3,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,405,FOCCA - FACULDADE DE OLINDA,FOCCA,Faculdade,Privada sem fins lucrativos,1310591,Educação a Distância,2609600,Olinda,PE,16,0,,,,,,0,0.000,,,,,,,,,0,0,0,0,0,0,,SC,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8417,Educação Presencial,2611101,Petrolina,PE,80,55,41.094,3.107,48.941,2.767,2.852,53,0.963,0.403,2.933,5.426,3.125,4.629,2.467,4.403,2.38,1,5,0.833,4.166,1,5,3.389,4,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8418,Educação Presencial,2611101,Petrolina,PE,71,62,31.209,1.781,37.722,1.680,1.705,59,0.951,-0.592,2.203,5.48,3.193,4.86,2.533,4.781,2.816,0.909,3.863,0.818,4.09,1,5,2.827,3,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8422,Educação Presencial,2609501,Nazaré da Mata,PE,72,69,34.702,2.271,40.914,2.078,2.126,69,1.000,-1.175,2.001,5.663,3.827,5.406,3.716,5.433,3.985,1,5,0.818,4.09,1,5,3.062,4,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8423,Educação Presencial,2609501,Nazaré da Mata,PE,96,89,37.322,2.506,46.015,2.485,2.490,89,1.000,-0.810,2.541,4.861,1.278,4.068,1.431,4.174,2.004,1,5,0.923,4.615,1,5,3.047,4,
2021,905,LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8424,Educação Presencial,2609501,Nazaré da Mata,PE,81,75,38.810,2.236,44.418,2.968,2.785,75,1.000,-0.098,2.432,5.259,2.274,4.631,1.962,4.674,2.618,1,5,0.789,3.947,1,5,3.084,4,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8425,Educação Presencial,2609501,Nazaré da Mata,PE,92,78,28.291,2.086,41.792,2.232,2.195,72,0.923,-0.496,2.246,5.242,2.348,4.737,2.101,4.795,2.723,1,5,0.941,4.705,1,5,3.03,4,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8426,Educação Presencial,2611606,Recife,PE,79,72,36.829,3.297,51.004,3.715,3.611,70,0.972,-0.929,2.247,4.982,2.156,4.546,1.882,4.427,2.437,0.976,4.819,0.79,3.953,1,5,3.155,4,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8428,Educação Presencial,2606002,Garanhuns,PE,72,65,34.203,2.304,45.707,2.324,2.319,64,0.984,-0.280,2.062,5.437,3.097,5.203,3.273,5.029,3.18,1,5,1,5,1,5,3.161,4,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8429,Educação Presencial,2606002,Garanhuns,PE,55,46,39.926,2.921,45.845,2.468,2.581,45,0.978,-0.294,2.708,5.126,2.142,4.544,2.311,4.673,2.823,0.888,3.703,0.555,2.777,1,5,2.88,3,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8430,Educação Presencial,2606002,Garanhuns,PE,35,33,39.057,2.881,44.927,2.578,2.654,33,1.000,-0.417,2.264,5.416,2.967,5.024,2.889,5.096,3.38,1,5,0.909,4.545,1,5,3.206,4,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,8439,Educação Presencial,2606002,Garanhuns,PE,83,80,33.545,2.892,45.561,2.724,2.766,80,1.000,0.013,2.443,5.286,2.502,4.677,1.962,4.658,2.465,1,5,0.5,2.5,1,5,2.88,3,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,45384,Educação Presencial,2611606,Recife,PE,85,80,40.507,2.750,47.693,3.179,3.072,80,1.000,-0.162,2.380,5.067,2.275,4.401,1.518,4.268,2.376,0.934,3.754,0.803,3.688,1,5,2.963,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,59272,Educação Presencial,2611101,Petrolina,PE,49,45,35.066,2.306,46.273,2.461,2.422,41,0.911,0.163,2.471,5.027,2.251,4.615,1.834,4.648,2.562,1,5,0.6,3,1,5,2.874,3,
