Ano,Código da Área,Área de Avaliação,Grau acadêmico,Código da IES*,Nome da IES*,Sigla da IES*,Organização Acadêmica*,Categoria Administrativa*,Código do Curso**,Modalidade de Ensino***,Código do Município***,Município do Curso***,Sigla da UF** , Nº de Concluintes Inscritos, Nº de Concluintes Participantes, Nota Bruta - FG, Nota Padronizada - FG, Nota Bruta - CE, Nota Padronizada - CE, Conceito Enade (Contínuo), Concluintes participantes com nota no Enem, Proporção de concluintes participantes com nota no Enem, Nota Bruta - IDD, Nota Padronizada - IDD, Nota Bruta – Organização Didático-Pedagógica, Nota Padronizada - Organização Didático-Pedagógica, Nota Bruta – Infraestrutura e Instalações Físicas, Nota Padronizada - Infraestrutura e Instalações Físicas, Nota Bruta – Oportunidade de Ampliação da Formação, Nota Padronizada - Oportunidade de Ampliação da Formação, Nota Bruta - Mestres, Nota Padronizada - Mestres, Nota Bruta - Doutores, Nota Padronizada - Doutores, Nota Bruta – Regime de Trabalho, Nota Padronizada - Regime de Trabalho, CPC (Contínuo), CPC (Faixa),Observação
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,6,Educação Presencial,5103403,Cuiabá,MT,18,7,51.185,5.000,60.985,4.738,4.803,7,1.000,4.285,4.085,4.754,0.641,4.578,1.734,4.368,1.916,0.979,4.852,0.857,4.285,1,5,3.955,4,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,19,Educação Presencial,5103403,Cuiabá,MT,34,21,38.033,3.456,40.542,2.590,2.807,21,1.000,-0.660,2.324,5.506,3.621,5.471,3.866,5.43,4.071,1,5,0.923,4.615,1,5,3.383,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,26,Educação Presencial,5103403,Cuiabá,MT,16,16,33.431,2.074,42.025,2.049,2.055,16,1.000,-0.842,2.104,4.895,1.876,4.744,2.13,4.98,3.161,1,5,0.868,4.342,1,5,2.875,3,
2021,1402,FÍSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,27,Educação Presencial,5103403,Cuiabá,MT,9,8,40.925,2.708,34.750,1.796,2.024,6,0.750,-4.553,1.291,5.047,2.424,4.841,2.611,4.923,3.201,1,5,0.923,4.615,1,5,2.691,3,
2021,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,29,Educação Presencial,5103403,Cuiabá,MT,31,29,41.331,2.988,45.975,2.672,2.751,29,1.000,0.058,2.470,5.124,2.596,4.925,2.802,4.641,2.699,1,5,0.928,4.642,1,5,3.263,4,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,36,Educação Presencial,5103403,Cuiabá,MT,41,36,38.841,2.735,39.980,2.681,2.695,36,1.000,-0.488,2.444,4.06,0.56,4.59,1.883,3.958,2.054,1,5,0.941,4.705,1,5,3.037,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,18354,Educação Presencial,5106653,Pontal do Araguaia,MT,11,9,31.644,1.819,41.088,1.959,1.924,9,1.000,-0.176,2.347,4.461,0.652,4.488,1.546,4.613,2.5,1,5,1,5,1,5,2.895,3,
2021,905,LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,22118,Educação Presencial,5103403,Cuiabá,MT,9,8,51.487,4.089,47.612,3.322,3.513,8,1.000,-1.367,1.911,5.425,2.885,4.889,2.534,4.883,2.994,0.944,4.618,0.777,3.888,1,5,3.094,4,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,25903,Educação Presencial,5103403,Cuiabá,MT,8,5,42.820,3.448,46.840,2.458,2.706,5,1.000,-3.367,0.942,4.947,1.439,4.266,1.243,4.508,2.203,0.952,4.494,0.714,3.571,1,5,2.343,3,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,25949,Educação Presencial,5101803,Barra do Garças,MT,28,27,41.751,3.307,47.448,2.530,2.724,27,1.000,-0.541,1.968,5.397,2.961,4.653,2.08,4.969,3.067,0.888,3.819,0.777,3.888,1,5,2.881,3,
2021,906,LETRAS-PORTUGUÊS E ESPANHOL (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,26025,Educação Presencial,5103403,Cuiabá,MT,5,3,65.600,5.000,43.800,2.225,2.919,3,1.000,1.227,2.455,3.914,0,2.87,0,4.206,0.827,1,5,0.866,4.333,1,5,2.863,3,
2021,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,41690,Educação Presencial,5106653,Pontal do Araguaia,MT,31,28,36.996,2.446,43.171,2.325,2.355,28,1.000,-0.891,2.130,4.965,2.158,4.865,2.679,4.849,3.051,0.888,3.95,0.833,4.166,1,5,2.885,3,
2021,4301,MÚSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,94331,Educação Presencial,5103403,Cuiabá,MT,7,5,27.680,0.442,43.880,1.717,1.398,5,1.000,0.813,2.423,4.679,0,4.564,2.2,4.628,2.48,1,5,0.941,4.705,1,5,2.755,3,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,100775,Educação Presencial,5107909,Sinop,MT,8,8,45.462,3.785,44.387,2.278,2.655,8,1.000,-0.419,2.258,5.026,2.248,5.446,3.734,5.294,3.728,1,5,0.7,3.5,1,5,3.045,4,
2021,1402,FÍSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,100777,Educação Presencial,5107909,Sinop,MT,8,5,42.180,2.861,40.700,2.393,2.510,5,1.000,2.820,3.200,4.824,1.788,4.574,2.061,4.257,2.021,1,5,0.708,3.541,1,5,3.191,4,
2021,1402,FÍSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,101184,Educação Presencial,5106653,Pontal do Araguaia,MT,6,5,34.180,1.890,38.600,2.182,2.109,5,1.000,-0.567,2.323,4.87,1.919,4.712,2.346,3.857,1.314,0.944,4.374,0.833,4.166,1,5,2.857,3,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,105652,Educação a Distância,5103403,Cuiabá,MT,11,11,26.500,1.811,37.772,1.707,1.733,2,0.181,,,5.866,4.532,5.808,4.559,5.28,3.64,1,5,0.928,4.642,1,5,3.058,4,
2021,1502,QUÍMICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,106050,Educação Presencial,5106653,Pontal do Araguaia,MT,18,16,27.293,0.803,30.756,1.331,1.199,16,1.000,-0.936,2.309,5.176,2.566,5.048,3.014,5.113,3.221,0.941,4.201,0.882,4.411,1,5,2.823,3,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,106052,Educação Presencial,5106653,Pontal do Araguaia,MT,37,25,34.328,2.966,39.160,2.441,2.573,24,0.960,-0.379,2.404,5.116,2.53,4.668,2.142,4.739,2.945,0.916,4.351,0.833,4.166,1,5,3.053,4,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,112846,Educação Presencial,5101803,Barra do Garças,MT,23,19,41.721,3.151,38.000,2.450,2.625,19,1.000,0.604,2.959,4.826,2.315,4.895,2.557,4.746,3.191,0.928,4.142,0.714,3.571,1,5,3.163,4,
2021,3001,GEOGRAFIA (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,116560,Educação Presencial,5103403,Cuiabá,MT,49,33,34.112,1.666,34.381,1.154,1.282,30,0.909,-0.923,1.778,5.488,3.628,4.941,2.637,5.135,3.631,1,5,1,5,1,5,2.873,3,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,116690,Educação Presencial,5101803,Barra do Garças,MT,33,28,30.071,1.622,38.425,1.767,1.731,28,1.000,-1.305,1.956,5.092,1.841,4.647,2.072,4.666,2.61,0.894,3.684,0.736,3.684,1,5,2.542,3,
2021,4006,SISTEMAS DE INFORMAÇÃO,Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,118002,Educação Presencial,5103403,Cuiabá,MT,27,25,40.768,3.249,42.932,2.894,2.983,25,1.000,-1.506,1.796,4.921,2.563,4.901,2.627,4.711,3.003,1,5,0.892,4.464,1,5,3.043,4,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103426,Educação Presencial,5103403,Cuiabá,MT,44,21,39.728,2.975,42.309,2.252,2.433,17,0.809,-1.729,1.810,5.213,2.263,4.932,2.69,5.016,3.238,0.978,4.728,0.934,4.673,1,5,2.936,3,
2021,5402,CIÊNCIAS SOCIAIS (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103701,Educação Presencial,5103403,Cuiabá,MT,21,20,36.095,1.795,53.690,3.593,3.144,20,1.000,0.122,1.948,5.189,2.399,4.254,1.808,4.753,3.043,0.935,3.709,0.87,4.193,1,5,2.939,3,
2021,3202,FILOSOFIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103708,Educação Presencial,5103403,Cuiabá,MT,37,22,38.190,1.897,47.968,2.032,1.998,21,0.954,-1.892,2.144,5.068,1.937,4.691,2.404,4.636,2.574,1,5,1,5,1,5,2.98,4,
2021,3201,FILOSOFIA (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103709,Educação Presencial,5103403,Cuiabá,MT,10,4,47.175,3.768,53.050,3.038,3.220,4,1.000,-0.111,2.162,5.301,2.945,4.37,1.484,4.747,2.937,1,5,1,5,1,5,3.269,4,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103710,Educação Presencial,5103403,Cuiabá,MT,44,41,39.275,2.817,48.080,2.684,2.717,38,0.926,-0.564,2.621,5.297,2.702,4.641,2.489,4.742,2.937,0.954,4.469,0.909,4.545,1,5,3.253,4,
2021,1502,QUÍMICA (LICENCIATURA),Licenciatura,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103711,Educação Presencial,5103403,Cuiabá,MT,18,13,35.307,1.962,43.723,2.881,2.651,13,1.000,1.458,3.199,5.245,2.772,4.881,2.666,5.116,3.228,1,5,0.823,4.117,1,5,3.439,4,
2021,1501,QUÍMICA (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103712,Educação Presencial,5103403,Cuiabá,MT,27,18,36.061,2.432,24.583,0.567,1.033,18,1.000,-0.803,1.980,5.023,2.475,4.618,1.185,4.418,1.947,1,5,0.869,4.103,1,5,2.559,3,
2021,5401,CIÊNCIAS SOCIAIS (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1103742,Educação Presencial,5103403,Cuiabá,MT,21,18,43.350,3.178,35.572,1.571,1.973,17,0.944,-2.104,2.164,5.117,2.353,4.514,1.926,4.739,2.834,0.96,3.8,0.96,4.488,1,5,2.829,3,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1168551,Educação Presencial,5103403,Cuiabá,MT,49,25,34.528,3.272,45.376,3.156,3.185,24,0.960,-0.759,2.277,4.948,2.091,5.01,2.611,5.055,3.481,1,5,0.875,4.375,1,5,3.215,4,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,1285517,Educação Presencial,5103403,Cuiabá,MT,19,16,44.143,3.259,46.912,3.068,3.116,15,0.937,-0.273,2.330,5.357,3.122,5.069,2.974,5.277,3.905,1,5,0.954,4.696,1,5,3.374,4,
2021,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,127,Educação Presencial,5300108,Brasília,DF,112,85,45.089,3.637,50.215,3.876,3.816,73,0.858,0.117,2.730,4.344,1.211,4.862,2.486,4.37,2.648,0.984,4.81,0.879,4.398,1,5,3.395,4,
2021,4301,MÚSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,133,Educação Presencial,5300108,Brasília,DF,37,26,37.769,2.524,52.134,2.874,2.787,22,0.846,0.560,2.311,4.858,0.73,4.384,1.85,4.68,2.576,0.962,4.525,0.816,4.082,1,5,2.904,3,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,142,Educação Presencial,5300108,Brasília,DF,117,99,40.008,3.718,52.492,3.875,3.836,89,0.898,0.207,2.571,5.078,2.423,5.182,3.245,4.596,2.713,0.972,4.782,0.865,4.325,1,5,3.461,4,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,150,Educação Presencial,5300108,Brasília,DF,169,146,41.719,4.147,56.726,4.182,4.173,129,0.883,-0.965,2.066,5.206,2.224,4.974,2.644,4.791,2.716,0.985,4.896,0.885,4.428,1,5,3.331,4,
2021,2501,ARTES VISUAIS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,151,Educação Presencial,5300108,Brasília,DF,54,41,45.814,3.771,61.907,3.947,3.903,22,0.536,-0.302,2.236,5.003,1.522,4.218,1.743,4.169,1.496,0.977,4.796,0.852,4.26,1,5,3.175,4,
2021,1402,FÍSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,158,Educação Presencial,5300108,Brasília,DF,36,26,44.376,3.127,46.588,2.983,3.019,24,0.923,-0.884,2.241,4.658,1.314,4.747,2.417,4.275,2.053,0.982,4.802,0.882,4.413,1,5,3.056,4,
2021,1502,QUÍMICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,159,Educação Presencial,5300108,Brasília,DF,57,40,45.495,3.436,49.662,3.590,3.552,33,0.825,0.826,2.964,5.269,2.841,5.243,3.42,4.608,2.21,0.985,4.803,0.893,4.468,1,5,3.592,4,
2021,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,160,Educação Presencial,5300108,Brasília,DF,190,158,52.828,4.427,59.229,4.314,4.342,96,0.607,0.322,2.564,5.085,2.488,5.112,3.184,4.639,2.695,0.987,4.883,0.907,4.538,1,5,3.601,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,161,Educação Presencial,5300108,Brasília,DF,23,20,44.190,3.604,52.335,3.047,3.187,16,0.800,-0.463,2.242,4.594,1.026,4.845,2.36,4.594,2.464,0.981,4.864,0.876,4.382,1,5,3.076,4,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,162,Educação Presencial,5300108,Brasília,DF,116,76,39.702,3.034,52.797,3.160,3.129,42,0.552,-0.406,2.016,5.212,2.336,5.031,2.901,4.678,2.522,0.985,4.846,0.879,4.399,1,5,3.113,4,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,163,Educação Presencial,5300108,Brasília,DF,87,69,39.075,3.741,54.527,3.895,3.856,59,0.855,0.129,2.487,5.322,2.628,4.964,2.621,4.824,2.779,0.992,4.944,0.873,4.365,1,5,3.44,4,
2021,4005,CIÊNCIA DA COMPUTAÇÃO (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,18032,Educação Presencial,5300108,Brasília,DF,60,39,42.212,4.308,43.628,4.476,4.434,28,0.717,2.183,2.859,4.599,0.973,4.748,2.183,4.516,2.36,0.983,4.804,0.886,4.43,1,5,3.528,4,
2021,26,DESIGN,Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,26978,Educação Presencial,5300108,Brasília,DF,20,15,55.593,5.000,58.893,4.853,4.890,15,1.000,1.091,3.044,4.735,1.055,4.358,1.866,3.982,1.697,0.961,4.512,0.805,3.983,1,5,3.569,4,
2021,3201,FILOSOFIA (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,27858,Educação Presencial,5300108,Brasília,DF,55,34,42.579,3.088,58.358,3.624,3.490,17,0.500,2.513,3.136,5.255,2.799,4.706,2.237,4.778,2.992,0.957,4.45,0.871,4.358,1,5,3.554,4,
2021,5401,CIÊNCIAS SOCIAIS (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,29692,Educação Presencial,5300108,Brasília,DF,82,55,47.218,3.763,46.752,3.219,3.355,21,0.381,-2.031,2.191,5.086,2.232,4.778,2.493,4.668,2.655,0.981,4.433,0.867,3.31,1,5,3,4,
2021,6407,Letras - Inglês,Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,29693,Educação Presencial,5300108,Brasília,DF,47,42,47.230,4.025,57.945,3.838,3.885,27,0.642,0.633,2.492,4.955,2.035,4.658,2.748,4.466,2.472,0.978,4.776,0.883,4.419,1,5,3.397,4,
2021,5401,CIÊNCIAS SOCIAIS (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,33204,Educação Presencial,5300108,Brasília,DF,31,24,49.683,4.135,46.604,3.197,3.431,12,0.500,3.050,4.061,5.056,2.114,5.12,3.228,4.742,2.842,0.985,4.566,0.879,3.458,1,5,3.735,4,
2021,2401,HISTÓRIA (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,33205,Educação Presencial,5300108,Brasília,DF,27,17,56.158,4.507,69.547,4.244,4.310,11,0.647,1.551,2.848,5.413,3.985,4.88,2.291,4.708,2.997,0.984,3.778,0.854,3.972,1,5,3.601,4,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,34644,Educação Presencial,5300108,Brasília,DF,81,52,47.519,4.072,60.840,4.108,4.099,41,0.788,-1.195,1.730,5.142,2.101,4.861,2.532,4.696,2.555,0.98,4.792,0.879,4.397,1,5,3.167,4,
2021,5401,CIÊNCIAS SOCIAIS (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,34983,Educação Presencial,5300108,Brasília,DF,44,32,46.475,3.650,44.934,2.951,3.126,13,0.406,2.219,3.755,5.174,2.579,4.88,2.712,4.614,2.519,0.983,4.497,0.87,3.34,1,5,3.545,4,
2021,26,DESIGN,Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,34992,Educação Presencial,5300108,Brasília,DF,55,52,55.567,4.995,59.571,5.000,4.998,50,0.961,1.140,3.067,5.351,2.982,5.021,3.131,4.9,3.199,0.977,4.723,0.863,4.287,1,5,3.905,4,
2021,3202,FILOSOFIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44362,Educação Presencial,5300108,Brasília,DF,42,24,42.483,2.454,64.383,3.838,3.492,21,0.875,1.123,2.860,5.114,2.091,4.904,2.827,4.621,2.547,0.982,4.807,0.88,4.402,1,5,3.457,4,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44366,Educação Presencial,5300108,Brasília,DF,70,53,46.518,3.926,58.413,4.259,4.176,43,0.811,0.612,2.620,5.006,1.54,4.753,2.304,4.505,2.322,0.976,4.7,0.876,4.38,1,5,3.425,4,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44369,Educação Presencial,5300108,Brasília,DF,59,46,52.967,5.000,68.139,4.617,4.712,41,0.891,-0.922,2.505,5.257,2.572,4.979,3.113,4.736,2.927,0.981,4.785,0.868,4.34,1,5,3.626,4,
2021,702,MATEMÁTICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44372,Educação Presencial,5300108,Brasília,DF,32,31,37.358,2.632,58.364,3.631,3.381,30,0.967,-2.207,1.605,4.526,0.835,5.025,2.771,4.897,3.012,0.981,4.862,0.902,4.512,1,5,2.931,3,
2021,904,LETRAS-PORTUGUÊS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44377,Educação Presencial,5300108,Brasília,DF,40,35,34.611,2.358,51.805,3.043,2.872,29,0.828,-0.517,1.976,5.145,2.11,4.963,2.754,4.718,2.597,0.979,4.782,0.849,4.249,1,5,2.998,4,
2021,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44382,Educação Presencial,5300108,Brasília,DF,99,85,52.461,4.426,57.363,4.559,4.525,68,0.800,1.180,2.982,5.112,2.404,5.267,3.404,4.697,3.027,0.986,4.747,0.909,4.393,1,5,3.765,4,
2021,5402,CIÊNCIAS SOCIAIS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,44418,Educação Presencial,5300108,Brasília,DF,104,77,47.437,3.410,52.916,3.494,3.473,62,0.805,-0.755,1.556,5.003,1.5,4.866,3.123,4.48,2.518,0.985,4.707,0.885,4.283,1,5,2.941,3,
2021,2501,ARTES VISUAIS (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,52159,Educação Presencial,5300108,Brasília,DF,34,28,40.496,2.988,51.514,2.640,2.727,16,0.571,-2.830,1.369,5.12,1.969,4.431,2.143,4.486,2.163,0.964,4.679,0.847,4.235,1,5,2.695,3,
2021,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,112160,Educação a Distância,5300108,Brasília,DF,1,0,,,,,,0,0.000,,,,,,,,,1,5,0.75,3.75,1,5,,SC,
2021,4301,MÚSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,112164,Educação a Distância,5300108,Brasília,DF,1,1,,,,,,0,0.000,,,,,,,,,1,5,0.857,4.285,1,5,,SC,
2021,2001,PEDAGOGIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,112170,Educação a Distância,5300108,Brasília,DF,2,0,,,,,,0,0.000,,,,,,,,,1,5,1,5,1,5,,SC,
2021,3002,GEOGRAFIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,122210,Educação a Distância,5300108,Brasília,DF,55,38,37.042,2.599,47.497,2.898,2.823,10,0.263,1.175,2.815,5.443,3.064,5.356,3.607,4.226,1.822,1,5,1,5,1,5,3.505,4,
2021,2402,HISTÓRIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,122214,Educação Presencial,5300108,Brasília,DF,81,54,48.525,4.292,62.288,4.053,4.112,48,0.888,0.598,2.996,5.364,2.922,5.177,3.479,4.741,2.934,0.983,4.801,0.889,4.447,1,5,3.74,4,
2021,4301,MÚSICA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,122220,Educação Presencial,5300108,Brasília,DF,22,17,39.370,2.854,48.035,2.300,2.438,12,0.705,-1.303,1.486,5.301,2.54,5.072,3.19,5.16,3.458,0.946,4.335,0.776,3.882,1,5,2.727,3,
2021,1501,QUÍMICA (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,300118,Educação Presencial,5300108,Brasília,DF,54,49,43.348,3.574,44.042,3.733,3.693,45,0.918,-0.029,2.606,4.901,2.121,4.972,2.162,4.31,1.724,0.99,4.818,0.905,4.351,1,5,3.35,4,
2021,3001,GEOGRAFIA (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,300129,Educação Presencial,5300108,Brasília,DF,34,22,42.422,2.945,48.172,3.381,3.272,19,0.863,-0.320,2.069,5.089,2.277,4.799,2.284,4.473,1.986,0.979,4.743,0.866,3.996,1,5,3.043,4,
2021,3202,FILOSOFIA (LICENCIATURA),Licenciatura,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,1138346,Educação Presencial,5300108,Brasília,DF,43,32,43.453,2.580,57.812,3.115,2.982,23,0.718,-0.586,2.454,5.088,2.005,4.946,2.91,4.783,2.836,0.981,4.801,0.866,4.332,1,5,3.207,4,
2021,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Bacharelado,2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,1192413,Educação Presencial,5300108,Brasília,DF,120,94,40.357,4.133,53.035,4.296,4.255,69,0.734,0.255,2.673,5.127,2.587,5.107,2.844,4.725,2.951,0.979,4.824,0.857,4.288,1,5,3.577,4,
